fund_id,fund_name,manager_name,manager_status,completeness_score,status,enrichment_state,official_fund_profile_url,manager_logo_url,prospectus_url,factsheet_url,subscription_frequency,subscription_minimum,subscription_fee,redemption_frequency,redemption_fee,custodian,administrator,auditor,sponsor,missing_fields
banque_du_caire_fund_i__hermes_portfolio_and_fund_management,Banque Du Caire Fund I,Hermes Portfolio and Fund Management,known,42.9,PARTIAL,PARTIAL,https://efgholding.com/en/our-services/mutual-funds/cairo1,https://efgholding.com/uploads/logo_84cc2a9a06.svg,,https://efgholding.com/uploads/EN_CAIRO_1_Factsheet_Q2_2026_9137777ef7.pdf,Weekly,,,Weekly,,,,,,prospectus_url|subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
banque_misr_fund_ii__ci_asset_management,Banque Misr Fund II,CI Asset Management,known,28.6,LOW,ENRICHED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,https://www.cicapital.com/wp-content/uploads/2025/03/FactSheet-BankMisr2ndFund-Jan2025-Ar.pdf,,,,,,,,محمد الضحاوى و شركاه,,official_fund_profile_url|prospectus_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|sponsor
misr_insurance_istithmar_and_aman__arab_african_investment_management,Misr Insurance (Istithmar and Aman),Arab African Investment Management,known,78.6,HIGH,HIGH,https://aaim.com.eg/en/what-we-offer/funds/istsmar-w-aman,,https://aaim.com.eg/en/file/411/03266875/Misr+Inurance+Istsmar+w+aman+Prospectus.PDF,,Daily,50,Free,Daily,Free,Banque du Caire,ServFund,,Misr Insurance Co.,manager_logo_url|factsheet_url|auditor
siula_money_market__ni_capital,Siula Money Market,NI Capital,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
pioneers_fund_i__x,Pioneers Fund I,,unknown,0.0,LOW,NOT_STARTED,,,,,,,,,,,,,,manager_name|official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
banque_du_caire_fund_ii__beltone_asset_management,Banque Du Caire Fund II,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
fanar__arab_african_investment_management,Fanar,Arab African Investment Management,known,85.7,COMPLETE,COMPLETE,https://aaim.com.eg/en/what-we-offer/funds/elfanar,,https://aaim.com.eg/en/file/404/2f2a9302/El+Fanar+Prospectus.pdf,https://aaim.com.eg/en/file/498/39ce3a5f/Fanar+Fact+Sheet-July+2026.pdf,Daily,10,Free,Daily,Free,Banque du Caire,Catalyst,,Mega Investment/EgyptAir Holding Company Fund/The Suez Canal Authority Fund,manager_logo_url|auditor
arope_insurance_misr_fund__cfh_asset_management,Arope Insurance Misr Fund,CFH Asset Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
cib_fund_i_osoul__ci_asset_management,CIB Fund I (Osoul),CI Asset Management,known,21.4,LOW,ENRICHED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,https://www.cicapital.com/wp-content/uploads/2025/03/FactSheet-CIBOsoul-Feb2025-En.pdf,,,,,,,,,,official_fund_profile_url|prospectus_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
az_lv__azimut_egypt_asset_management,AZ-LV,Azimut Egypt Asset Management,known,64.3,HIGH,HIGH,https://azimut.eg/fundpage;name=az-lv-1,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/November2025/OD2859XfCm2EEPIUOfpD.pdf,https://api.azimut.eg/storage/funds/August2026/KZKtIPuvZxZ2DBHgdGff.pdf,Daily,,0,Daily,Contingent Deferred Fees applies,,,,,subscription_minimum|custodian|administrator|auditor|sponsor
housing_development_bank_mawared__pfi_asset_management,Housing & Development Bank (Mawared),PFI Asset Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
beltone_fixed_income_usd_fund__beltone_asset_management,Beltone Fixed Income USD Fund,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
ciam_5th_issue_electronic_payments__ci_asset_management,CIAM 5th Issue (Electronic Payments),CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
beltone_egx_35_tracker__beltone_asset_management,Beltone EGX 35 Tracker,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
az_gold__azimut_egypt_asset_management,AZ Gold,Azimut Egypt Asset Management,known,50.0,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-gold-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/May2023/VhMqqRzMtkzzplTgbnTr.pdf,https://api.azimut.eg/storage/funds/May2026/keBvk0J5JsaRU9tr5oYU.pdf,Daily,,,Daily,,,,,,subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
beltone_egx33_shariah_index_tracker_wafra__beltone_asset_management,Beltone EGX33 Shariah Index Tracker – Wafra,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
ataa__azimut_egypt_asset_management,Ataa,Azimut Egypt Asset Management,known,64.3,HIGH,HIGH,https://azimut.eg/fundpage;name=ataa-charity-fund-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/March2026/gTdYBCgOafOrw99ENAj0.pdf,https://api.azimut.eg/storage/funds/November2021/jXBT0pqFBCjBvbgefKyr.pdf,Weekly,,0,Monthly,0,,,,,subscription_minimum|custodian|administrator|auditor|sponsor
basata__ci_asset_management,Basata,CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
national_bank_of_egypt_fund_ii__x,National Bank of Egypt Fund II,Al Ahly Financial Investments Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
az_halan__azimut_egypt_asset_management,AZ Halan,Azimut Egypt Asset Management,known,50.0,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-hala-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/December2024/lOVsCTWY1zGmsCdNraO4.pdf,https://api.azimut.eg/storage/funds/July2026/j7LlgZX0PAX7jqzvSjJM.pdf,Daily,,,Daily,,,,,,subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
az_thndr__azimut_egypt_asset_management,AZ Thndr,Azimut Egypt Asset Management,known,50.0,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-thndr-1,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/September2025/L9ZcYG4x2AJWwlhQ0Tss.pdf,https://api.azimut.eg/storage/funds/July2026/b39ySFdm5RcsEohVP9ul.pdf,Daily,,,Daily,,,,,,subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
suez_canal_bank_fund_ii_al_agial__beltone_asset_management,Suez Canal Bank Fund II (Al Agial),Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
beltone_real_estate_fund__beltone_asset_management,Beltone Real Estate Fund,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
suez_canal_bank_al_suez_al_youmi__ci_asset_management,Suez Canal Bank ( Al Suez Al Youmi),CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
banque_misr_fund_iv__ci_asset_management,Banque Misr Fund IV,CI Asset Management,known,21.4,LOW,ENRICHED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,https://www.cicapital.com/wp-content/uploads/2025/03/FactSheet-BankMisr4thFund-Feb2025-En.pdf,,,,,,,,,,official_fund_profile_url|prospectus_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
bonds_fixed_income_usd_fund__arab_african_investment_management,Bonds Fixed Income USD Fund,Arab African Investment Management,known,85.7,COMPLETE,COMPLETE,https://aaim.com.eg/en/what-we-offer/funds/bond,,https://aaim.com.eg/en/file/487/ce19e135/Bonds+prospects.pdf,https://aaim.com.eg/en/file/493/bd535674/Bond%24+FACT+SHEET-July+2026.pdf,Daily,10,Free,Weekly,Free,Bank du Caire,Catalyst,,Arab African Investment Holding,manager_logo_url|auditor
bank_abc_fund_i__azimut_egypt_asset_management,Bank ABC Fund I,Azimut Egypt Asset Management,known,64.3,HIGH,HIGH,https://azimut.eg/fundpage;name=abc-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/May2025/znKR206saP8Ei173BPet.pdf,https://api.azimut.eg/storage/funds/November2021/4vIP9r5FrDanH690iMMn.pdf,Weekly,,0.0,Weekly,0,,,,,subscription_minimum|custodian|administrator|auditor|sponsor
al_ahli_bank_of_kuwait_egypt_fund_ii__sigma_asset_management,Al Ahli Bank of Kuwait - Egypt Fund II,Sigma Asset Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
ebank_fund_el_khabeer__azimut_egypt_asset_management,Ebank Fund (El Khabeer),Azimut Egypt Asset Management,known,71.4,HIGH,HIGH,https://azimut.eg/fundpage;name=ebank-el-khabeer-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/April2024/f9Re3ZPqH9Izr173bsDo.pdf,https://api.azimut.eg/storage/funds/October2024/ifUuAxIlu7EujJJIfX27.pdf,Weekly,1 / 1 Units,0,Weekly,0,,,,,custodian|administrator|auditor|sponsor
ahli_united_bank_alpha__hermes_portfolio_and_fund_management,Ahli United Bank (Alpha),Hermes Portfolio and Fund Management,known,14.3,LOW,NOT_STARTED,,https://efgholding.com/uploads/logo_84cc2a9a06.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
national_bank_of_egypt_fund_i__x,National Bank of Egypt Fund I,Al Ahly Financial Investments Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
blom_bank_fund_i__cfh_asset_management,Blom Bank Fund I,CFH Asset Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
edkhar__azimut_egypt_asset_management,Edkhar,Azimut Egypt Asset Management,known,64.3,HIGH,HIGH,https://azimut.eg/fundpage;name=az-adkhar-1,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/December2024/BxFIvG4qgvdFnBHq6mDw.pdf,https://api.azimut.eg/storage/funds/August2024/ZDRXMgTeRWBcNS1ChqpH.pdf,Daily,,0,Daily,0,,,,,subscription_minimum|custodian|administrator|auditor|sponsor
az_foras__azimut_egypt_asset_management,AZ Foras,Azimut Egypt Asset Management,known,64.3,HIGH,HIGH,https://azimut.eg/fundpage;name=az-frs-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/December2024/uqyLUKhisU9osqbhh8k5.pdf,https://api.azimut.eg/storage/funds/May2026/gCuT53EvZuoUHWEQtdRP.pdf,Daily,,0,Daily,Contingent Deferred Fees applies,,,,,subscription_minimum|custodian|administrator|auditor|sponsor
ebank_fund_iii_konooz__prime_investments,Ebank Fund III (Konooz),Prime Investments,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
hermes_shariah__hermes_portfolio_and_fund_management,Hermes Shariah,Hermes Portfolio and Fund Management,known,28.6,LOW,ENRICHED,https://efgholding.com/en/our-services/mutual-funds/EFG-EQShariah,https://efgholding.com/uploads/logo_84cc2a9a06.svg,,https://efgholding.com/uploads/EN_EFG_EQ_Shariah_Factsheet_Q2_2026_00bfd23769.pdf,,,,,,,,,,prospectus_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
stream__cfh_asset_management,Stream,CFH Asset Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
azimut_target_maturity_fund_target_2030_usd__azimut_egypt_asset_management,Azimut Target Maturity Fund-Target 2030 USD,Azimut Egypt Asset Management,known,50.0,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-asthkak-t30-usd-1,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/September2025/aFKvMYEDKAae3aT00I5L.pdf,https://api.azimut.eg/storage/funds/August2026/KYvEW70ihVrGeiHhGexu.pdf,During the initial subs. phase or if the investment manager decided to make a re-open for a limited period,,,Monthly,,,,,,subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
credit_agricole_egypt_fund_iv_al_thiqa__hc_securities_investment,Credit Agricole Egypt Fund IV (Al Thiqa),HC Securities & Investment,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
mid_bank_fund_i__beltone_asset_management,MID Bank Fund I,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
fab_misr_fund_etm_nan__hc_securities_investment,FAB Misr Fund (Etm'nan),HC Securities & Investment,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
saib_fund_ii__hermes_portfolio_and_fund_management,SAIB Fund II,Hermes Portfolio and Fund Management,known,42.9,PARTIAL,PARTIAL,https://efgholding.com/en/our-services/mutual-funds/SAIB2,https://efgholding.com/uploads/logo_84cc2a9a06.svg,,https://efgholding.com/uploads/EN_SAIB_2_Factsheet_Q2_2026_ed0604fd68.pdf,Weekly,,,Weekly,,,,,,prospectus_url|subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
saib_adib_fund_sanabel__ci_asset_management,SAIB & ADIB Fund (Sanabel),CI Asset Management,known,35.7,PARTIAL,PARTIAL,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,https://www.cicapital.com/wp-content/uploads/2025/03/FactSheet-SanabelIslamicFund-Jan2025-Ar.pdf,Daily,,,Weekly Thursday,,,,,,official_fund_profile_url|prospectus_url|subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
ciam_gold_fund__ci_asset_management,CIAM Gold Fund,CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
kfh_bank_alpha__hermes_portfolio_and_fund_management,KFH Bank (Alpha),Hermes Portfolio and Fund Management,known,50.0,PARTIAL,PARTIAL,https://efgholding.com/en/our-services/mutual-funds/Alpha,https://efgholding.com/uploads/logo_84cc2a9a06.svg,,https://efgholding.com/uploads/EN_ALPHA_Factsheet_Q2_2026_6a68df8679.pdf,Weekly,10 investment certificates,,Weekly,,,,,,prospectus_url|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
national_bank_of_egypt_fund_iii__x,National Bank of Egypt Fund III,Al Ahly Financial Investments Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
nbe_al_baraka_bank_egypt_fund_bashayer__x,NBE & Al Baraka Bank Egypt Fund (Bashayer),Al Ahly Financial Investments Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
gig_makaseb_fund_second_tranche__ni_capital,GIG Makaseb Fund Second Tranche,NI Capital,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
maksab_first_tranche_usd__x,Maksab First Tranche USD $,,unknown,0.0,LOW,NOT_STARTED,,,,,,,,,,,,,,manager_name|official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
egyptian_arab_land_bank_fund_al_masry__x,Egyptian Arab Land Bank Fund (Al Masry),,unknown,0.0,LOW,NOT_STARTED,,,,,,,,,,,,,,manager_name|official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
prime_nmow__prime_investments,Prime NMOW,Prime Investments,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
arab_bank_fund_yomaty__beltone_asset_management,Arab Bank Fund (Yomaty),Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
maashy__azimut_egypt_asset_management,*Maashy,Azimut Egypt Asset Management,known,71.4,HIGH,HIGH,https://azimut.eg/fundpage;name=maashy-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/May2022/iMxDVBqGKRapgFUb3717.pdf,https://api.azimut.eg/storage/funds/October2024/ljj5TLcdeIh8DlweflSI.pdf,Daily,100/1 Units,0,Monthly,0.25%,,,,,custodian|administrator|auditor|sponsor
ciam_1st_issue_real_estate__ci_asset_management,CIAM 1st Issue (Real Estate),CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
shefa_orman_charity_fund__ci_asset_management,Shefa Orman Charity Fund,CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
misr_insurance_fund__beltone_asset_management,Misr Insurance Fund,Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
az_value__azimut_egypt_asset_management,AZ Value,Azimut Egypt Asset Management,known,42.9,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-falyo-1,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/December2024/NlWDYHidJWYJAVvtYZJV.pdf,,Daily,,,Daily,,,,,,factsheet_url|subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
azimut_target_maturity_fund_target_2027_usd__azimut_egypt_asset_management,Azimut Target Maturity Fund-Target 2027 USD,Azimut Egypt Asset Management,known,50.0,PARTIAL,PARTIAL,https://azimut.eg/fundpage;name=az-asthkak-t27-usd-2,https://api.azimut.eg/storage/entities/November2023/q5uh5R2ygOQfrAsaTOXC.jpg,https://api.azimut.eg/storage/funds/January2022/IIW78RMPwMWHMK4ZJinh.pdf,https://api.azimut.eg/storage/funds/August2026/6FCNDFItCEfsUF88fB1l.pdf,During the initial subs. phase or if the investment manager decided to make a re-open for a limited period,,,Monthly,,,,,,subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
fibe_cib_aman__ci_asset_management,FIBE & CIB (Aman),CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
agricultural_bank_of_egypt_al_wefak__ci_asset_management,Agricultural Bank of Egypt (Al Wefak),CI Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
hsbc_egypt_bank_fund__hermes_portfolio_and_fund_management,HSBC Egypt Bank Fund,Hermes Portfolio and Fund Management,known,28.6,LOW,ENRICHED,https://efgholding.com/en/our-services/mutual-funds/hsbcmmf,https://efgholding.com/uploads/logo_84cc2a9a06.svg,https://efgholding.com/uploads/EN_HSBCMMF_Prospectus_2025_894178843c.pdf,,,,,,,,,,,factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
banque_du_caire_al_thabet__ci_asset_management,Banque Du Caire (Al Thabet),CI Asset Management,known,35.7,PARTIAL,PARTIAL,,https://www.cicapital.com/wp-content/uploads/2024/07/CICapitalLogo-En.png,,https://www.cicapital.com/wp-content/uploads/2025/03/FactSheet-BDCElthabet-Feb2025-En.pdf,Weekly on Sunday,,,Monthly last Sunday,,,,,,official_fund_profile_url|prospectus_url|subscription_minimum|subscription_fee|redemption_fee|custodian|administrator|auditor|sponsor
aman_micro_finance__prime_investments,Aman Micro Finance,Prime Investments,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
hourus__x,Hourus,Al Ahly Financial Investments Management,known,7.1,LOW,NOT_STARTED,,,,,,,,,,,,,,official_fund_profile_url|manager_logo_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
adib_egypt_shari_a_compliant_al_nahrda_fund__beltone_asset_management,ADIB Egypt Shari'a Compliant (Al Nahrda Fund),Beltone Asset Management,known,14.3,LOW,NOT_STARTED,,https://www.beltoneholding.com/assets/logo-dark.svg,,,,,,,,,,,,official_fund_profile_url|prospectus_url|factsheet_url|subscription_frequency|subscription_minimum|subscription_fee|redemption_frequency|redemption_fee|custodian|administrator|auditor|sponsor
arab_african_international_bank_guard__arab_african_investment_management,Arab African International Bank (Guard),Arab African Investment Management,known,85.7,COMPLETE,COMPLETE,https://aaim.com.eg/en/what-we-offer/funds/guard,,https://aaim.com.eg/en/file/406/e6c80f02/Guard+Prospectus.PDF,https://aaim.com.eg/en/file/495/498490a7/Guard+%281%29.pdf,Weekly,100,Free,Weekly,Free,Misrbank,Catalyst,,AAIB,manager_logo_url|auditor
